"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Number!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent Distribution!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Median income (dollars)!!Estimate"
"        White alone, not Hispanic or Latino","135","45.5%","60,250","1,155","58.9%","50,920","679","52.5%","40,375","379","45.8%","20,341","889","57.0%","84,620","1,336","66.5%","120,238","1,005","85.4%","185,060","825","60.0%","163,177","1,116","51.1%","127,411","127","17.5%","20,724","33","4.0%","42,656","167","12.0%","-","114","8.6%","36,875","90","9.8%","-","80","7.8%","12,054","993","68.9%","62,697","365","27.4%","80,677","140","15.2%","107,083","175","10.6%","76,164","74","5.4%","-","35","2.5%","-","18","1.5%","-","93","4.0%","-","87","4.8%","-","5","0.6%","-","29","2.3%","-","17","1.3%","-","73","9.5%","-","1,227","69.9%","76,942","101","12.5%","-","76","7.9%","66,667","0","0.0%","-","1,011","55.0%","97,321","1,041","51.3%","116,528","0","-","-","34","27.4%","96,875"
"HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    15 to 24 years","37","12.5%","-","342","17.4%","5,053","603","46.6%","15,202","205","24.8%","26,750","245","15.7%","-","84","4.2%","2,500-","30","2.5%","-","41","3.0%","55,875","75","3.4%","8,641","14","1.9%","-","55","6.7%","-","24","1.7%","-","112","8.5%","31,000","125","13.6%","10,982","30","2.9%","-","405","28.1%","42,625","157","11.8%","61,250","22","2.4%","36,042","80","4.9%","-","72","5.2%","-","35","2.5%","-","45","3.7%","-","82","3.6%","-","102","5.6%","-","41","5.0%","62,950","83","6.7%","-","66","5.1%","-","18","2.3%","-","87","5.0%","87,589","84","10.4%","51,458","61","6.3%","111,012","135","6.4%","31,815","100","5.4%","66,875","63","3.1%","-","0","-","-","0","0.0%","-"
"    25 to 44 years","193","65.0%","50,461","826","42.1%","92,292","354","27.4%","54,605","133","16.1%","-","794","50.9%","80,875","972","48.4%","104,919","657","55.8%","198,319","553","40.2%","134,948","999","45.7%","103,844","378","52.1%","40,227","366","44.3%","32,035","530","38.2%","48,947","439","33.3%","28,140","207","22.6%","19,938","279","27.1%","32,821","566","39.3%","93,545","398","29.9%","48,750","345","37.3%","40,893","622","37.8%","37,151","536","38.9%","28,594","400","29.0%","-","374","31.0%","32,294","836","36.4%","-","829","45.7%","31,964","318","39.2%","28,472","461","37.2%","30,665","394","30.5%","21,694","254","32.9%","42,045","718","40.9%","134,861","268","33.2%","35,333","246","25.5%","33,636","759","36.1%","22,124","966","52.5%","105,313","889","43.8%","125,574","0","-","-","46","37.1%","43,958"
"    45 to 64 years","48","16.2%","-","425","21.7%","-","256","19.8%","47,600","130","15.7%","25,833","246","15.8%","54,605","486","24.2%","-","316","26.8%","143,571","462","33.6%","146,042","792","36.2%","-","247","34.1%","28,750","342","41.4%","36,250","500","36.1%","16,500","474","36.0%","22,159","406","44.3%","17,188","522","50.7%","32,571","219","15.2%","63,264","449","33.7%","63,309","372","40.3%","24,375","517","31.4%","40,074","554","40.2%","41,272","709","51.4%","22,198","439","36.4%","-","793","34.5%","40,950","539","29.7%","34,729","298","36.7%","52,625","537","43.3%","-","630","48.8%","51,000","390","50.5%","49,734","524","29.9%","52,143","308","38.1%","41,136","479","49.6%","56,513","793","37.7%","51,378","504","27.4%","38,929","816","40.2%","69,063","0","-","-","49","39.5%","-"
"    65 years and over","19","6.4%","17,250","369","18.8%","14,831","81","6.3%","30,950","359","43.4%","13,135","276","17.7%","15,784","466","23.2%","64,318","174","14.8%","144,000","320","23.3%","61,875","319","14.6%","12,334","86","11.9%","-","63","7.6%","11,780","332","24.0%","14,511","293","22.2%","17,109","179","19.5%","11,432","198","19.2%","11,389","252","17.5%","42,167","329","24.7%","19,756","185","20.0%","32,438","427","25.9%","34,805","216","15.7%","-","236","17.1%","26,319","349","28.9%","50,694","587","25.5%","11,649","345","19.0%","31,458","155","19.1%","21,250","158","12.8%","30,500","202","15.6%","-","110","14.2%","18,295","426","24.3%","12,347","148","18.3%","-","179","18.5%","50,179","415","19.7%","29,266","269","14.6%","14,750","261","12.9%","-","0","-","-","29","23.4%","-"
"FAMILIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Families","96","96","-","346","346","85,313","204","204","38,929","162","162","25,694","432","432","52,411","744","744","214,464","531","531","243,917","596","596","164,722","729","729","-","427","427","38,854","510","510","41,807","751","751","42,695","759","759","31,277","390","390","25,608","664","664","32,964","283","283","107,560","528","528","63,611","585","585","35,107","834","834","41,053","798","798","35,446","797","797","29,631","792","792","54,932","1,250","1,250","21,654","1,209","1,209","33,670","574","574","38,400","745","745","30,874","911","911","41,995","531","531","48,525","649","649","75,319","488","488","42,333","656","656","56,522","1,484","1,484","33,511","803","803","107,969","995","995","95,759","0","0","-","97","97","42,604"
"        With own children of householder under 18 years","42","43.8%","-","33","9.5%","-","39","19.1%","-","29","17.9%","36,339","179","41.4%","54,803","86","11.6%","-","185","34.8%","250,000+","144","24.2%","231,750","327","44.9%","-","257","60.2%","30,739","231","45.3%","36,146","447","59.5%","25,938","397","52.3%","28,813","209","53.6%","23,221","173","26.1%","29,792","110","38.9%","151,053","242","45.8%","34,457","253","43.2%","26,332","408","48.9%","35,104","530","66.4%","22,026","437","54.8%","21,377","407","51.4%","31,845","638","51.0%","18,929","551","45.6%","20,323","312","54.4%","38,000","448","60.1%","30,172","427","46.9%","-","225","42.4%","40,815","202","31.1%","73,587","199","40.8%","31,541","340","51.8%","42,045","845","56.9%","21,372","343","42.7%","93,068","408","41.0%","103,750","0","-","-","44","45.4%","33,864"
"        With no own children of householder under 18 years","54","56.3%","-","313","90.5%","68,977","165","80.9%","-","133","82.1%","24,306","253","58.6%","42,438","658","88.4%","214,643","346","65.2%","231,944","452","75.8%","163,750","402","55.1%","112,857","170","39.8%","73,106","279","54.7%","77,344","304","40.5%","55,667","362","47.7%","33,750","181","46.4%","30,893","491","73.9%","33,750","173","61.1%","75,792","286","54.2%","81,250","332","56.8%","46,667","426","51.1%","62,895","268","33.6%","78,125","360","45.2%","36,630","385","48.6%","70,063","612","49.0%","22,941","658","54.4%","56,364","262","45.6%","44,167","297","39.9%","32,036","484","53.1%","51,944","306","57.6%","62,750","447","68.9%","75,956","289","59.2%","55,987","316","48.2%","69,063","639","43.1%","47,080","460","57.3%","111,159","587","59.0%","89,111","0","-","-","53","54.6%","63,750"
"        Married-couple families","65","67.7%","2,500-","222","64.2%","119,773","126","61.8%","-","102","63.0%","23,611","286","66.2%","61,917","599","80.5%","250,000+","531","100.0%","243,917","360","60.4%","250,000+","511","70.1%","215,250","113","26.5%","-","165","32.4%","54,250","214","28.5%","88,947","220","29.0%","41,500","101","25.9%","78,688","130","19.6%","41,875","211","74.6%","111,406","290","54.9%","107,788","171","29.2%","47,813","230","27.6%","56,111","226","28.3%","-","222","27.9%","-","438","55.3%","84,143","215","17.2%","-","235","19.4%","52,109","195","34.0%","65,250","104","14.0%","-","294","32.3%","70,100","214","40.3%","81,071","390","60.1%","88,036","151","30.9%","60,625","227","34.6%","77,396","397","26.8%","63,386","544","67.7%","123,485","598","60.1%","109,115","0","-","-","32","33.0%","90,000"
"            With own children under 18 years","42","43.8%","-","22","6.4%","-","24","11.8%","-","7","4.3%","-","130","30.1%","60,917","42","5.6%","-","185","34.8%","250,000+","87","14.6%","250,000+","181","24.8%","250,000+","51","11.9%","-","57","11.2%","-","108","14.4%","153,250","125","16.5%","62,566","55","14.1%","-","52","7.8%","41,875","89","31.4%","151,743","93","17.6%","131,850","41","7.0%","-","78","9.4%","55,370","173","21.7%","-","138","17.3%","-","164","20.7%","83,714","88","7.0%","-","95","7.9%","33,875","127","22.1%","47,917","68","9.1%","-","195","21.4%","-","80","15.1%","48,375","74","11.4%","89,821","30","6.1%","61,250","146","22.3%","75,208","153","10.3%","-","220","27.4%","124,015","319","32.1%","109,338","0","-","-","5","5.2%","-"
"        Female householder, no husband present","17","17.7%","-","78","22.5%","5,872","43","21.1%","26,625","37","22.8%","-","125","28.9%","37,260","145","19.5%","-","0","0.0%","-","211","35.4%","-","149","20.4%","-","244","57.1%","29,545","259","50.8%","41,135","488","65.0%","15,694","427","56.3%","24,375","268","68.7%","23,182","466","70.2%","32,639","43","15.2%","-","181","34.3%","32,663","295","50.4%","27,038","477","57.2%","39,950","514","64.4%","27,672","480","60.2%","21,466","286","36.1%","30,738","914","73.1%","19,286","790","65.3%","27,212","296","51.6%","26,000","511","68.6%","21,205","576","63.2%","35,652","211","39.7%","43,188","147","22.7%","52,404","289","59.2%","30,843","332","50.6%","36,667","953","64.2%","21,697","156","19.4%","44,333","310","31.2%","-","0","-","-","60","61.9%","33,182"
"            With own children under 18 years","0","0.0%","-","11","3.2%","-","15","7.4%","-","8","4.9%","-","49","11.3%","-","44","5.9%","-","0","0.0%","-","43","7.2%","-","99","13.6%","-","188","44.0%","28,913","151","29.6%","40,023","305","40.6%","13,650","272","35.8%","16,029","154","39.5%","19,625","110","16.6%","-","21","7.4%","-","149","28.2%","26,927","155","26.5%","25,734","275","33.0%","35,156","306","38.3%","-","222","27.9%","15,217","197","24.9%","29,188","468","37.4%","12,407","437","36.1%","17,148","148","25.8%","25,250","257","34.5%","20,580","232","25.5%","-","94","17.7%","28,750","61","9.4%","-","161","33.0%","30,436","148","22.6%","29,375","656","44.2%","19,722","75","9.3%","-","61","6.1%","-","0","-","-","39","40.2%","33,295"
"        Male householder, no wife present","14","14.6%","-","46","13.3%","51,023","35","17.2%","-","23","14.2%","-","21","4.9%","-","0","0.0%","-","0","0.0%","-","25","4.2%","-","69","9.5%","-","70","16.4%","73,646","86","16.9%","-","49","6.5%","53,516","112","14.8%","25,565","21","5.4%","48,558","68","10.2%","-","29","10.2%","-","57","10.8%","-","119","20.3%","23,385","127","15.2%","-","58","7.3%","-","95","11.9%","30,560","68","8.6%","-","121","9.7%","-","184","15.2%","92,589","83","14.5%","63,950","130","17.4%","55,795","41","4.5%","55,170","106","20.0%","51,563","112","17.3%","74,063","48","9.8%","60,357","97","14.8%","46,953","134","9.0%","33,056","103","12.8%","-","87","8.7%","87,909","0","-","-","5","5.2%","-"
"            With own children under 18 years","0","0.0%","-","0","0.0%","-","0","0.0%","-","14","8.6%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","14","2.3%","-","47","6.4%","-","18","4.2%","-","23","4.5%","-","34","4.5%","52,222","0","0.0%","-","0","0.0%","-","11","1.7%","-","0","0.0%","-","0","0.0%","-","57","9.7%","2,500-","55","6.6%","-","51","6.4%","-","77","9.7%","30,733","46","5.8%","-","82","6.6%","53,029","19","1.6%","-","37","6.4%","97,232","123","16.5%","55,398","0","0.0%","-","51","9.6%","41,141","67","10.3%","90,563","8","1.6%","-","46","7.0%","45,469","36","2.4%","-","48","6.0%","71,786","28","2.8%","-","0","-","-","0","0.0%","-"
"FAMILY INCOME BY FAMILY SIZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2-person families","54","56.3%","-","281","81.2%","-","172","84.3%","38,571","149","92.0%","26,597","241","55.8%","-","675","90.7%","202,981","281","52.9%","243,083","388","65.1%","164,861","482","66.1%","81,042","180","42.2%","29,924","174","34.1%","32,426","263","35.0%","38,854","351","46.2%","27,298","171","43.8%","24,107","288","43.4%","28,500","183","64.7%","77,125","293","55.5%","51,250","271","46.3%","47,721","383","45.9%","39,938","319","40.0%","-","367","46.0%","21,844","310","39.1%","41,875","663","53.0%","17,083","391","32.3%","34,777","168","29.3%","27,778","243","32.6%","30,564","252","27.7%","40,385","155","29.2%","41,202","355","54.7%","62,292","145","29.7%","55,515","193","29.4%","37,396","533","35.9%","29,538","485","60.4%","106,985","501","50.4%","70,156","0","-","-","69","71.1%","-"
"    3-person families","0","0.0%","-","65","18.8%","-","11","5.4%","-","0","0.0%","-","103","23.8%","53,224","54","7.3%","250,000+","95","17.9%","199,258","99","16.6%","-","130","17.8%","-","140","32.8%","49,875","242","47.5%","81,406","262","34.9%","-","167","22.0%","44,432","138","35.4%","24,032","217","32.7%","32,824","67","23.7%","150,296","180","34.1%","-","84","14.4%","-","214","25.7%","-","182","22.8%","-","194","24.3%","36,196","164","20.7%","49,600","233","18.6%","35,711","343","28.4%","32,276","177","30.8%","38,523","176","23.6%","-","242","26.6%","40,735","134","25.2%","42,955","178","27.4%","94,333","137","28.1%","31,531","229","34.9%","44,792","277","18.7%","39,556","187","23.3%","123,807","222","22.3%","102,273","0","-","-","16","16.5%","-"
"    4-person families","0","0.0%","-","0","0.0%","-","21","10.3%","-","6","3.7%","-","88","20.4%","61,333","15","2.0%","-","102","19.2%","250,000+","78","13.1%","232,000","117","16.0%","-","66","15.5%","43,333","49","9.6%","-","199","26.5%","-","185","24.4%","35,486","55","14.1%","-","89","13.4%","33,689","33","11.7%","-","50","9.5%","131,600","105","17.9%","27,255","125","15.0%","55,972","211","26.4%","36,384","94","11.8%","153,333","142","17.9%","113,421","144","11.5%","-","363","30.0%","34,563","78","13.6%","-","137","18.4%","31,042","197","21.6%","-","127","23.9%","57,596","88","13.6%","91,750","125","25.6%","47,216","108","16.5%","62,727","438","29.5%","-","98","12.2%","-","160","16.1%","148,277","0","-","-","12","12.4%","-"
"    5-person families","42","43.8%","-","0","0.0%","-","0","0.0%","-","7","4.3%","-","0","0.0%","-","0","0.0%","-","43","8.1%","-","31","5.2%","-","0","0.0%","-","23","5.4%","-","21","4.1%","-","27","3.6%","10,729","56","7.4%","-","26","6.7%","-","0","0.0%","-","0","0.0%","-","5","0.9%","-","103","17.6%","-","34","4.1%","-","71","8.9%","-","75","9.4%","-","94","11.9%","220,756","123","9.8%","-","52","4.3%","-","80","13.9%","66,000","140","18.8%","-","112","12.3%","-","96","18.1%","54,412","20","3.1%","-","40","8.2%","-","44","6.7%","-","146","9.8%","-","8","1.0%","-","82","8.2%","89,471","0","-","-","0","0.0%","-"
"    6-person families","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","10","1.9%","-","0","0.0%","-","0","0.0%","-","12","2.8%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","60","9.0%","-","0","0.0%","-","0","0.0%","-","8","1.4%","-","5","0.6%","-","0","0.0%","-","20","2.5%","-","17","2.1%","-","35","2.8%","-","60","5.0%","-","7","1.2%","-","0","0.0%","-","108","11.9%","83,939","9","1.7%","-","8","1.2%","-","24","4.9%","-","43","6.6%","-","90","6.1%","-","25","3.1%","-","19","1.9%","-","0","-","-","0","0.0%","-"
"    7-or-more person families","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","6","1.4%","-","24","4.7%","-","0","0.0%","-","0","0.0%","-","0","0.0%","-","10","1.5%","-","0","0.0%","-","0","0.0%","-","14","2.4%","-","73","8.8%","70,822","15","1.9%","-","47","5.9%","-","65","8.2%","-","52","4.2%","-","0","0.0%","-","64","11.1%","28,333","49","6.6%","-","0","0.0%","-","10","1.9%","-","0","0.0%","-","17","3.5%","75,625","39","5.9%","-","0","0.0%","-","0","0.0%","-","11","1.1%","-","0","-","-","0","0.0%","-"
"FAMILY INCOME BY NUMBER OF EARNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    No earners","45","46.9%","-","49","14.2%","33,482","45","22.1%","15,885","60","37.0%","13,611","61","14.1%","-","147","19.8%","2,500-","32","6.0%","-","89","14.9%","25,568","92","12.6%","-","40","9.4%","25,694","7","1.4%","-","154","20.5%","10,000","93","12.3%","12,375","68","17.4%","-","119","17.9%","-","11","3.9%","-","32","6.1%","-","120","20.5%","8,790","105","12.6%","-","88","11.0%","2,500-","143","17.9%","9,973","51","6.4%","-","204","16.3%","12,135","207","17.1%","10,938","104","18.1%","-","171","23.0%","2,500-","67","7.4%","15,721","53","10.0%","7,868","136","21.0%","13,659","79","16.2%","18,264","71","10.8%","-","169","11.4%","-","38","4.7%","26,250","45","4.5%","-","0","-","-","10","10.3%","-"
"    1 earner","6","6.3%","-","142","41.0%","46,875","60","29.4%","17,054","51","31.5%","35,982","160","37.0%","36,635","328","44.1%","250,000+","166","31.3%","242,188","174","29.2%","-","187","25.7%","54,432","194","45.4%","28,636","250","49.0%","28,879","337","44.9%","25,125","369","48.6%","24,911","184","47.2%","25,608","220","33.1%","15,200","80","28.3%","109,762","233","44.1%","34,728","228","39.0%","36,250","391","46.9%","32,305","350","43.9%","20,000","360","45.2%","21,017","421","53.2%","32,309","596","47.7%","14,167","564","46.7%","30,513","208","36.2%","27,237","321","43.1%","22,153","424","46.5%","21,486","152","28.6%","31,912","180","27.7%","70,000","229","46.9%","32,355","248","37.8%","35,291","758","51.1%","27,014","291","36.2%","42,125","227","22.8%","58,875","0","-","-","49","50.5%","43,229"
"    2 earners","45","46.9%","70,268","155","44.8%","169,489","99","48.5%","-","45","27.8%","-","191","44.2%","90,903","269","36.2%","250,000+","303","57.1%","250,000+","326","54.7%","250,000+","438","60.1%","250,000+","169","39.6%","73,711","126","24.7%","56,250","205","27.3%","87,978","283","37.3%","60,956","102","26.2%","-","245","36.9%","54,250","181","64.0%","79,219","202","38.3%","130,598","187","32.0%","75,982","217","26.0%","72,467","275","34.5%","-","115","14.4%","53,859","166","21.0%","70,750","273","21.8%","62,771","302","25.0%","64,375","157","27.4%","70,375","140","18.8%","36,000","302","33.2%","59,310","134","25.2%","53,382","260","40.1%","100,625","111","22.7%","60,208","194","29.6%","71,136","343","23.1%","43,618","444","55.3%","130,278","634","63.7%","104,837","0","-","-","38","39.2%","-"
"    3 or more earners","0","0.0%","-","0","0.0%","-","0","0.0%","-","6","3.7%","-","20","4.6%","-","0","0.0%","-","30","5.6%","163,750","7","1.2%","-","12","1.6%","-","24","5.6%","118,333","127","24.9%","134,018","55","7.3%","125,750","14","1.8%","-","36","9.2%","98,333","80","12.0%","56,944","11","3.9%","-","61","11.6%","108,221","50","8.5%","26,359","121","14.5%","68,413","85","10.7%","-","179","22.5%","113,750","154","19.4%","122,273","177","14.2%","120,120","136","11.2%","95,455","105","18.3%","66,250","113","15.2%","100,750","118","13.0%","86,731","192","36.2%","93,194","73","11.2%","101,875","69","14.1%","-","143","21.8%","126,250","214","14.4%","-","30","3.7%","168,833","89","8.9%","116,806","0","-","-","0","0.0%","-"
"NONFAMILY HOUSEHOLDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Nonfamily households","201","201","50,197","1,616","1,616","25,380","1,090","1,090","28,026","665","665","14,744","1,129","1,129","46,326","1,264","1,264","80,109","646","646","122,788","780","780","74,706","1,456","1,456","22,064","298","298","19,865","316","316","13,750","635","635","13,814","559","559","11,908","527","527","9,464","365","365","12,161","1,159","1,159","51,719","805","805","39,886","339","339","26,875","812","812","30,897","580","580","27,955","583","583","12,228","415","415","21,719","1,048","1,048","15,438","606","606","28,194","238","238","16,979","494","494","-","381","381","21,772","241","241","21,420","1,106","1,106","54,545","320","320","35,556","309","309","13,826","618","618","26,484","1,036","1,036","48,452","1,034","1,034","81,538","0","0","-","27","27","59,688"
