"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"        Black or African American","12","8","66.7%","250","68","27.2%","105","31","29.5%","393","140","35.6%","160","92","57.5%","144","62","43.1%","52","3","5.8%","945","102","10.8%","792","322","40.7%","1,019","352","34.5%","1,030","397","38.5%","1,368","599","43.8%","1,196","437","36.5%","873","441","50.5%","1,012","591","58.4%","374","21","5.6%","1,527","398","26.1%","1,388","403","29.0%","2,384","873","36.6%","2,411","797","33.1%","2,370","779","32.9%","2,482","689","27.8%","3,269","1,308","40.0%","3,634","864","23.8%","1,212","486","40.1%","1,866","377","20.2%","2,302","553","24.0%","1,381","303","21.9%","456","186","40.8%","1,013","219","21.6%","1,058","240","22.7%","4,284","918","21.4%","585","76","13.0%","976","228","23.4%","121","107","88.4%","169","138","81.7%"
"        American Indian and Alaska Native","22","22","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","12","0","0.0%","0","0","-","23","7","30.4%","0","0","-","0","0","-","0","0","-","31","0","0.0%","0","0","-","0","0","-","12","0","0.0%","16","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","222","217","97.7%","0","0","-","28","28","100.0%","21","0","0.0%","0","0","-","5","5","100.0%","70","45","64.3%","0","0","-","0","0","-","0","0","-","0","0","-"
"        Asian","23","4","17.4%","714","400","56.0%","449","243","54.1%","322","205","63.7%","453","254","56.1%","236","66","28.0%","285","12","4.2%","263","31","11.8%","856","393","45.9%","58","0","0.0%","0","0","-","60","3","5.0%","46","46","100.0%","243","115","47.3%","347","152","43.8%","584","350","59.9%","164","38","23.2%","75","45","60.0%","116","0","0.0%","0","0","-","0","0","-","34","0","0.0%","82","0","0.0%","98","0","0.0%","117","40","34.2%","0","0","-","24","0","0.0%","0","0","-","969","493","50.9%","183","18","9.8%","53","53","100.0%","44","44","100.0%","93","0","0.0%","349","7","2.0%","0","0","-","0","0","-"
"        Native Hawaiian and Other Pacific Islander","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","16","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","19","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"        Some other race","61","0","0.0%","132","24","18.2%","29","0","0.0%","40","7","17.5%","22","22","100.0%","0","0","-","101","0","0.0%","95","46","48.4%","566","267","47.2%","248","95","38.3%","438","89","20.3%","444","281","63.3%","1,117","520","46.6%","307","78","25.4%","586","271","46.2%","51","51","100.0%","185","83","44.9%","175","19","10.9%","377","301","79.8%","487","201","41.3%","384","90","23.4%","97","97","100.0%","1,064","562","52.8%","751","317","42.2%","758","232","30.6%","871","351","40.3%","482","107","22.2%","418","87","20.8%","710","379","53.4%","891","188","21.1%","788","346","43.9%","691","415","60.1%","513","284","55.4%","778","179","23.0%","19","19","100.0%","0","0","-"
"    Two or more races","0","0","-","106","0","0.0%","24","14","58.3%","23","13","56.5%","74","7","9.5%","0","0","-","53","1","1.9%","23","0","0.0%","88","0","0.0%","102","0","0.0%","55","24","43.6%","145","44","30.3%","176","52","29.5%","57","45","78.9%","132","57","43.2%","90","31","34.4%","84","10","11.9%","139","23","16.5%","270","187","69.3%","87","0","0.0%","14","2","14.3%","48","0","0.0%","101","93","92.1%","141","86","61.0%","33","15","45.5%","124","51","41.1%","152","13","8.6%","96","0","0.0%","19","0","0.0%","84","14","16.7%","63","9","14.3%","57","0","0.0%","115","9","7.8%","265","21","7.9%","21","21","100.0%","0","0","-"
"Hispanic or Latino origin (of any race)","95","4","4.2%","384","112","29.2%","206","129","62.6%","195","32","16.4%","156","89","57.1%","147","53","36.1%","138","14","10.1%","168","53","31.5%","552","259","46.9%","239","120","50.2%","655","226","34.5%","1,076","451","41.9%","1,931","926","48.0%","576","277","48.1%","1,018","490","48.1%","185","33","17.8%","367","191","52.0%","496","135","27.2%","532","421","79.1%","915","287","31.4%","999","326","32.6%","301","242","80.4%","1,735","812","46.8%","1,076","499","46.4%","807","274","34.0%","1,145","574","50.1%","1,139","545","47.8%","292","101","34.6%","672","398","59.2%","535","245","45.8%","684","421","61.5%","1,420","665","46.8%","1,126","443","39.3%","1,525","398","26.1%","46","46","100.0%","0","0","-"
"White alone, not Hispanic or Latino","245","69","28.2%","1,540","682","44.3%","2,227","1,632","73.3%","849","347","40.9%","1,724","471","27.3%","2,221","180","8.1%","1,759","86","4.9%","1,370","163","11.9%","1,538","296","19.2%","179","50","27.9%","129","37","28.7%","101","16","15.8%","98","13","13.3%","587","318","54.2%","261","175","67.0%","2,175","911","41.9%","933","344","36.9%","175","37","21.1%","71","31","43.7%","54","3","5.6%","5","5","100.0%","31","13","41.9%","81","3","3.7%","164","10","6.1%","5","5","100.0%","0","0","-","140","131","93.6%","76","17","22.4%","2,467","210","8.5%","219","84","38.4%","279","97","34.8%","218","2","0.9%","2,053","196","9.5%","2,001","150","7.5%","59","47","79.7%","41","9","22.0%"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 25 years and over","249","39","15.7%","2,085","652","31.3%","834","196","23.5%","1,100","444","40.4%","1,755","452","25.8%","2,401","248","10.3%","1,828","114","6.2%","1,978","225","11.4%","3,216","907","28.2%","1,131","273","24.1%","1,104","268","24.3%","1,592","515","32.3%","1,630","673","41.3%","1,047","348","33.2%","1,150","475","41.3%","1,480","324","21.9%","1,784","250","14.0%","1,319","301","22.8%","1,993","799","40.1%","1,978","392","19.8%","1,924","481","25.0%","1,973","527","26.7%","2,808","961","34.2%","3,045","655","21.5%","1,303","412","31.6%","1,835","507","27.6%","1,953","465","23.8%","1,245","235","18.9%","3,235","737","22.8%","1,533","250","16.3%","1,591","507","31.9%","3,256","752","23.1%","2,831","422","14.9%","3,431","349","10.2%","212","186","87.7%","115","83","72.2%"
"        Less than high school graduate","12","7","58.3%","247","156","63.2%","7","0","0.0%","217","89","41.0%","108","49","45.4%","57","57","100.0%","39","25","64.1%","153","59","38.6%","351","123","35.0%","275","52","18.9%","334","174","52.1%","369","156","42.3%","582","347","59.6%","266","124","46.6%","422","227","53.8%","60","0","0.0%","193","61","31.6%","153","52","34.0%","294","178","60.5%","436","59","13.5%","387","117","30.2%","428","162","37.9%","690","401","58.1%","873","346","39.6%","288","185","64.2%","323","52","16.1%","511","158","30.9%","380","100","26.3%","559","357","63.9%","543","100","18.4%","464","201","43.3%","830","280","33.7%","155","63","40.6%","373","68","18.2%","52","52","100.0%","4","4","100.0%"
"        High school graduate (includes equivalency)","38","10","26.3%","264","98","37.1%","99","0","0.0%","203","107","52.7%","174","54","31.0%","204","41","20.1%","150","2","1.3%","167","17","10.2%","316","110","34.8%","300","93","31.0%","304","37","12.2%","473","223","47.1%","485","139","28.7%","205","82","40.0%","391","168","43.0%","286","77","26.9%","312","101","32.4%","376","95","25.3%","622","282","45.3%","625","153","24.5%","732","224","30.6%","695","254","36.5%","904","350","38.7%","938","176","18.8%","458","136","29.7%","711","245","34.5%","435","74","17.0%","379","71","18.7%","1,021","156","15.3%","387","133","34.4%","472","153","32.4%","1,137","307","27.0%","611","207","33.9%","536","95","17.7%","66","40","60.6%","44","39","88.6%"
"        Some college, associate's degree","39","16","41.0%","298","145","48.7%","176","121","68.8%","340","160","47.1%","82","30","36.6%","175","36","20.6%","76","36","47.4%","412","30","7.3%","393","149","37.9%","277","77","27.8%","246","46","18.7%","440","103","23.4%","326","119","36.5%","213","78","36.6%","183","35","19.1%","266","57","21.4%","452","44","9.7%","338","97","28.7%","778","279","35.9%","494","129","26.1%","459","96","20.9%","541","88","16.3%","702","172","24.5%","797","123","15.4%","352","51","14.5%","641","192","30.0%","605","150","24.8%","302","64","21.2%","597","151","25.3%","293","17","5.8%","347","125","36.0%","880","109","12.4%","370","40","10.8%","617","79","12.8%","79","79","100.0%","40","40","100.0%"
"        Bachelor's degree or higher","160","6","3.8%","1,276","253","19.8%","552","75","13.6%","340","88","25.9%","1,391","319","22.9%","1,965","114","5.8%","1,563","51","3.3%","1,246","119","9.6%","2,156","525","24.4%","279","51","18.3%","220","11","5.0%","310","33","10.6%","237","68","28.7%","363","64","17.6%","154","45","29.2%","868","190","21.9%","827","44","5.3%","452","57","12.6%","299","60","20.1%","423","51","12.1%","346","44","12.7%","309","23","7.4%","512","38","7.4%","437","10","2.3%","205","40","19.5%","160","18","11.3%","402","83","20.6%","184","0","0.0%","1,058","73","6.9%","310","0","0.0%","308","28","9.1%","409","56","13.7%","1,695","112","6.6%","1,905","107","5.6%","15","15","100.0%","27","0","0.0%"
"EMPLOYMENT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian labor force 16 years and over","220","51","23.2%","1,645","301","18.3%","1,554","954","61.4%","783","245","31.3%","1,486","247","16.6%","1,628","81","5.0%","1,593","47","3.0%","1,870","78","4.2%","2,359","365","15.5%","805","94","11.7%","682","116","17.0%","1,150","209","18.2%","1,380","357","25.9%","1,171","480","41.0%","1,239","445","35.9%","2,219","758","34.2%","1,979","438","22.1%","1,246","330","26.5%","1,173","320","27.3%","1,588","273","17.2%","1,524","218","14.3%","1,439","303","21.1%","2,010","448","22.3%","2,598","344","13.2%","1,021","236","23.1%","1,676","362","21.6%","1,567","319","20.4%","1,162","154","13.3%","2,895","447","15.4%","1,219","164","13.5%","1,233","264","21.4%","2,947","601","20.4%","2,834","371","13.1%","3,324","256","7.7%","148","134","90.5%","65","33","50.8%"
"        Employed","186","26","14.0%","1,484","227","15.3%","1,289","712","55.2%","607","165","27.2%","1,417","205","14.5%","1,582","70","4.4%","1,571","35","2.2%","1,687","52","3.1%","2,093","223","10.7%","737","67","9.1%","548","62","11.3%","958","95","9.9%","1,039","120","11.5%","954","329","34.5%","971","360","37.1%","2,075","676","32.6%","1,817","394","21.7%","905","156","17.2%","956","247","25.8%","1,367","171","12.5%","1,194","152","12.7%","1,123","156","13.9%","1,567","127","8.1%","2,005","191","9.5%","824","129","15.7%","1,129","92","8.1%","1,224","168","13.7%","974","64","6.6%","2,625","302","11.5%","1,072","122","11.4%","1,028","157","15.3%","2,350","437","18.6%","2,580","266","10.3%","3,100","210","6.8%","56","56","100.0%","45","23","51.1%"
"            Male","99","11","11.1%","946","154","16.3%","770","520","67.5%","343","52","15.2%","728","105","14.4%","864","15","1.7%","878","25","2.8%","811","41","5.1%","1,424","111","7.8%","410","22","5.4%","252","17","6.7%","437","25","5.7%","351","18","5.1%","488","193","39.5%","514","227","44.2%","1,146","366","31.9%","992","221","22.3%","400","63","15.8%","447","40","8.9%","587","79","13.5%","459","84","18.3%","480","63","13.1%","618","63","10.2%","942","49","5.2%","399","83","20.8%","327","13","4.0%","548","84","15.3%","313","10","3.2%","1,721","168","9.8%","594","53","8.9%","529","71","13.4%","1,049","212","20.2%","1,264","87","6.9%","1,852","129","7.0%","26","26","100.0%","5","0","0.0%"
"            Female","87","15","17.2%","538","73","13.6%","519","192","37.0%","264","113","42.8%","689","100","14.5%","718","55","7.7%","693","10","1.4%","876","11","1.3%","669","112","16.7%","327","45","13.8%","296","45","15.2%","521","70","13.4%","688","102","14.8%","466","136","29.2%","457","133","29.1%","929","310","33.4%","825","173","21.0%","505","93","18.4%","509","207","40.7%","780","92","11.8%","735","68","9.3%","643","93","14.5%","949","64","6.7%","1,063","142","13.4%","425","46","10.8%","802","79","9.9%","676","84","12.4%","661","54","8.2%","904","134","14.8%","478","69","14.4%","499","86","17.2%","1,301","225","17.3%","1,316","179","13.6%","1,248","81","6.5%","30","30","100.0%","40","23","57.5%"
"        Unemployed","34","25","73.5%","161","74","46.0%","265","242","91.3%","176","80","45.5%","69","42","60.9%","46","11","23.9%","22","12","54.5%","183","26","14.2%","266","142","53.4%","68","27","39.7%","134","54","40.3%","192","114","59.4%","341","237","69.5%","217","151","69.6%","268","85","31.7%","144","82","56.9%","162","44","27.2%","341","174","51.0%","217","73","33.6%","221","102","46.2%","330","66","20.0%","316","147","46.5%","443","321","72.5%","593","153","25.8%","197","107","54.3%","547","270","49.4%","343","151","44.0%","188","90","47.9%","270","145","53.7%","147","42","28.6%","205","107","52.2%","597","164","27.5%","254","105","41.3%","224","46","20.5%","92","78","84.8%","20","10","50.0%"
"            Male","4","0","0.0%","37","0","0.0%","221","206","93.2%","110","64","58.2%","22","12","54.5%","10","0","0.0%","12","12","100.0%","131","0","0.0%","112","40","35.7%","20","0","0.0%","35","25","71.4%","48","18","37.5%","57","1","1.8%","101","70","69.3%","54","3","5.6%","81","47","58.0%","122","12","9.8%","185","60","32.4%","71","41","57.7%","82","24","29.3%","172","0","0.0%","100","47","47.0%","156","68","43.6%","262","68","26.0%","87","64","73.6%","200","64","32.0%","164","36","22.0%","65","8","12.3%","128","62","48.4%","80","9","11.3%","85","35","41.2%","330","134","40.6%","128","43","33.6%","96","22","22.9%","73","59","80.8%","5","5","100.0%"
"            Female","30","25","83.3%","124","74","59.7%","44","36","81.8%","66","16","24.2%","47","30","63.8%","36","11","30.6%","10","0","0.0%","52","26","50.0%","154","102","66.2%","48","27","56.3%","99","29","29.3%","144","96","66.7%","284","236","83.1%","116","81","69.8%","214","82","38.3%","63","35","55.6%","40","32","80.0%","156","114","73.1%","146","32","21.9%","139","78","56.1%","158","66","41.8%","216","100","46.3%","287","253","88.2%","331","85","25.7%","110","43","39.1%","347","206","59.4%","179","115","64.2%","123","82","66.7%","142","83","58.5%","67","33","49.3%","120","72","60.0%","267","30","11.2%","126","62","49.2%","128","24","18.8%","19","19","100.0%","15","5","33.3%"
"WORK EXPERIENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 16 years and over","358","107","29.9%","2,816","1,186","42.1%","2,987","2,049","68.6%","1,660","732","44.1%","2,548","912","35.8%","2,592","345","13.3%","1,902","116","6.1%","2,420","267","11.0%","3,553","1,112","31.3%","1,368","317","23.2%","1,451","475","32.7%","1,915","608","31.7%","2,304","835","36.2%","1,781","811","45.5%","2,061","970","47.1%","3,177","1,345","42.3%","2,614","743","28.4%","1,783","475","26.6%","2,423","1,024","42.3%","2,448","532","21.7%","2,578","689","26.7%","2,383","718","30.1%","3,334","1,072","32.2%","3,905","962","24.6%","1,707","580","34.0%","2,431","705","29.0%","2,556","636","24.9%","1,513","304","20.1%","4,027","989","24.6%","1,937","373","19.3%","1,959","574","29.3%","4,226","1,132","26.8%","3,306","580","17.5%","4,157","450","10.8%","242","216","89.3%","132","94","71.2%"
"        Worked full-time, year-round in the past 12 months","136","0","0.0%","936","0","0.0%","384","67","17.4%","219","0","0.0%","919","50","5.4%","1,224","12","1.0%","1,150","9","0.8%","1,214","0","0.0%","1,404","15","1.1%","550","18","3.3%","279","0","0.0%","618","13","2.1%","553","18","3.3%","342","71","20.8%","379","10","2.6%","975","11","1.1%","1,204","39","3.2%","549","49","8.9%","645","22","3.4%","900","0","0.0%","875","0","0.0%","704","28","4.0%","1,043","34","3.3%","1,272","37","2.9%","530","58","10.9%","634","0","0.0%","788","0","0.0%","646","17","2.6%","2,063","146","7.1%","706","20","2.8%","508","32","6.3%","1,479","14","0.9%","1,690","33","2.0%","2,196","48","2.2%","0","0","-","18","0","0.0%"
"        Worked part-time or part-year in the past 12 months","111","42","37.8%","865","360","41.6%","1,691","1,245","73.6%","652","283","43.4%","788","311","39.5%","470","78","16.6%","482","30","6.2%","624","91","14.6%","1,038","338","32.6%","275","80","29.1%","490","110","22.4%","456","117","25.7%","749","215","28.7%","909","438","48.2%","745","442","59.3%","1,376","849","61.7%","816","445","54.5%","558","159","28.5%","524","289","55.2%","669","238","35.6%","482","168","34.9%","584","175","30.0%","832","195","23.4%","1,079","231","21.4%","414","133","32.1%","698","171","24.5%","729","269","36.9%","447","81","18.1%","790","282","35.7%","462","113","24.5%","662","171","25.8%","1,401","570","40.7%","1,070","287","26.8%","1,214","199","16.4%","91","77","84.6%","32","23","71.9%"
"        Did not work","111","65","58.6%","1,015","826","81.4%","912","737","80.8%","789","449","56.9%","841","551","65.5%","898","255","28.4%","270","77","28.5%","582","176","30.2%","1,111","759","68.3%","543","219","40.3%","682","365","53.5%","841","478","56.8%","1,002","602","60.1%","530","302","57.0%","937","518","55.3%","826","485","58.7%","594","259","43.6%","676","267","39.5%","1,254","713","56.9%","879","294","33.4%","1,221","521","42.7%","1,095","515","47.0%","1,459","843","57.8%","1,554","694","44.7%","763","389","51.0%","1,099","534","48.6%","1,039","367","35.3%","420","206","49.0%","1,174","561","47.8%","769","240","31.2%","789","371","47.0%","1,346","548","40.7%","546","260","47.6%","747","203","27.2%","151","139","92.1%","82","71","86.6%"
"All Individuals below:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    50 percent of poverty level","70","(X)","(X)","853","(X)","(X)","1,569","(X)","(X)","338","(X)","(X)","581","(X)","(X)","208","(X)","(X)","105","(X)","(X)","239","(X)","(X)","661","(X)","(X)","281","(X)","(X)","281","(X)","(X)","446","(X)","(X)","881","(X)","(X)","553","(X)","(X)","679","(X)","(X)","758","(X)","(X)","323","(X)","(X)","239","(X)","(X)","415","(X)","(X)","831","(X)","(X)","689","(X)","(X)","525","(X)","(X)","1,469","(X)","(X)","541","(X)","(X)","261","(X)","(X)","844","(X)","(X)","538","(X)","(X)","162","(X)","(X)","384","(X)","(X)","317","(X)","(X)","306","(X)","(X)","609","(X)","(X)","239","(X)","(X)","289","(X)","(X)","130","(X)","(X)","9","(X)","(X)"
"    125 percent of poverty level","177","(X)","(X)","1,430","(X)","(X)","2,183","(X)","(X)","968","(X)","(X)","1,048","(X)","(X)","391","(X)","(X)","116","(X)","(X)","389","(X)","(X)","1,654","(X)","(X)","667","(X)","(X)","846","(X)","(X)","1,228","(X)","(X)","1,709","(X)","(X)","1,169","(X)","(X)","1,507","(X)","(X)","1,703","(X)","(X)","1,059","(X)","(X)","726","(X)","(X)","1,676","(X)","(X)","1,303","(X)","(X)","1,257","(X)","(X)","1,067","(X)","(X)","2,483","(X)","(X)","1,618","(X)","(X)","1,107","(X)","(X)","1,505","(X)","(X)","1,163","(X)","(X)","625","(X)","(X)","1,528","(X)","(X)","912","(X)","(X)","976","(X)","(X)","1,904","(X)","(X)","930","(X)","(X)","716","(X)","(X)","221","(X)","(X)","147","(X)","(X)"
"    150 percent of poverty level","186","(X)","(X)","1,570","(X)","(X)","2,232","(X)","(X)","1,106","(X)","(X)","1,162","(X)","(X)","416","(X)","(X)","198","(X)","(X)","445","(X)","(X)","1,757","(X)","(X)","711","(X)","(X)","1,036","(X)","(X)","1,317","(X)","(X)","2,295","(X)","(X)","1,466","(X)","(X)","1,728","(X)","(X)","1,775","(X)","(X)","1,122","(X)","(X)","792","(X)","(X)","1,686","(X)","(X)","1,430","(X)","(X)","1,351","(X)","(X)","1,199","(X)","(X)","3,105","(X)","(X)","1,880","(X)","(X)","1,182","(X)","(X)","1,662","(X)","(X)","1,395","(X)","(X)","695","(X)","(X)","1,686","(X)","(X)","1,134","(X)","(X)","1,126","(X)","(X)","2,273","(X)","(X)","994","(X)","(X)","849","(X)","(X)","228","(X)","(X)","147","(X)","(X)"
