"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"        Black or African American","45","10","22.2%","116","39","33.6%","180","58","32.2%","196","115","58.7%","296","26","8.8%","181","93","51.4%","56","3","5.4%","1,001","41","4.1%","643","232","36.1%","972","414","42.6%","1,222","473","38.7%","1,638","553","33.8%","1,302","431","33.1%","950","487","51.3%","1,214","560","46.1%","400","51","12.8%","1,391","341","24.5%","1,373","439","32.0%","2,498","768","30.7%","2,431","846","34.8%","2,371","841","35.5%","2,290","726","31.7%","3,353","1,424","42.5%","3,725","1,051","28.2%","893","370","41.4%","2,366","655","27.7%","2,083","391","18.8%","1,375","339","24.7%","397","174","43.8%","1,017","190","18.7%","1,182","209","17.7%","4,582","1,203","26.3%","466","89","19.1%","1,131","280","24.8%","128","115","89.8%","198","138","69.7%"
"        American Indian and Alaska Native","22","22","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","16","0","0.0%","0","0","-","0","0","-","0","0","-","15","0","0.0%","11","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","28","0","0.0%","0","0","-","0","0","-","13","0","0.0%","22","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","250","246","98.4%","0","0","-","21","21","100.0%","23","0","0.0%","0","0","-","26","0","0.0%","122","55","45.1%","40","40","100.0%","0","0","-","0","0","-","0","0","-"
"        Asian","38","2","5.3%","731","401","54.9%","541","316","58.4%","359","274","76.3%","459","278","60.6%","256","68","26.6%","305","1","0.3%","221","23","10.4%","624","310","49.7%","0","0","-","0","0","-","67","58","86.6%","45","45","100.0%","122","97","79.5%","311","133","42.8%","482","270","56.0%","214","36","16.8%","81","39","48.1%","56","11","19.6%","0","0","-","20","20","100.0%","22","0","0.0%","94","0","0.0%","98","0","0.0%","100","44","44.0%","0","0","-","26","0","0.0%","8","0","0.0%","764","317","41.5%","36","30","83.3%","64","53","82.8%","57","57","100.0%","111","8","7.2%","377","8","2.1%","0","0","-","0","0","-"
"        Native Hawaiian and Other Pacific Islander","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","23","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"        Some other race","76","2","2.6%","59","26","44.1%","42","11","26.2%","42","8","19.0%","86","27","31.4%","0","0","-","26","0","0.0%","128","30","23.4%","587","266","45.3%","315","115","36.5%","464","42","9.1%","452","278","61.5%","945","458","48.5%","333","75","22.5%","619","207","33.4%","0","0","-","243","67","27.6%","302","140","46.4%","443","371","83.7%","442","300","67.9%","391","143","36.6%","135","102","75.6%","1,017","667","65.6%","788","321","40.7%","1,271","323","25.4%","731","260","35.6%","505","272","53.9%","416","127","30.5%","828","449","54.2%","1,028","201","19.6%","851","445","52.3%","466","216","46.4%","644","426","66.1%","823","241","29.3%","29","29","100.0%","21","0","0.0%"
"    Two or more races","9","4","44.4%","115","0","0.0%","0","0","-","52","30","57.7%","59","7","11.9%","0","0","-","10","1","10.0%","45","0","0.0%","53","0","0.0%","80","0","0.0%","68","22","32.4%","128","44","34.4%","194","63","32.5%","69","50","72.5%","176","109","61.9%","52","0","0.0%","53","0","0.0%","80","20","25.0%","246","184","74.8%","131","0","0.0%","50","38","76.0%","29","0","0.0%","142","107","75.4%","144","89","61.8%","103","17","16.5%","94","42","44.7%","203","13","6.4%","120","0","0.0%","57","15","26.3%","104","31","29.8%","77","9","11.7%","45","0","0.0%","166","12","7.2%","141","20","14.2%","15","15","100.0%","12","0","0.0%"
"Hispanic or Latino origin (of any race)","115","11","9.6%","374","194","51.9%","271","166","61.3%","204","56","27.5%","293","191","65.2%","128","51","39.8%","50","0","0.0%","200","47","23.5%","692","365","52.7%","372","175","47.0%","607","163","26.9%","1,074","484","45.1%","1,598","710","44.4%","680","298","43.8%","1,109","474","42.7%","108","10","9.3%","377","162","43.0%","567","272","48.0%","632","492","77.8%","839","324","38.6%","906","367","40.5%","396","242","61.1%","1,781","950","53.3%","1,128","502","44.5%","1,261","273","21.6%","984","404","41.1%","1,104","611","55.3%","321","108","33.6%","787","450","57.2%","607","217","35.7%","832","489","58.8%","1,447","556","38.4%","1,355","683","50.4%","1,571","483","30.7%","57","52","91.2%","33","0","0.0%"
"White alone, not Hispanic or Latino","224","77","34.4%","1,705","746","43.8%","2,103","1,468","69.8%","870","359","41.3%","1,639","460","28.1%","2,250","213","9.5%","1,930","60","3.1%","1,496","154","10.3%","1,753","368","21.0%","199","76","38.2%","91","30","33.0%","189","44","23.3%","131","42","32.1%","455","212","46.6%","220","157","71.4%","2,688","1,081","40.2%","947","318","33.6%","216","35","16.2%","114","64","56.1%","41","5","12.2%","3","3","100.0%","22","14","63.6%","78","4","5.1%","216","41","19.0%","30","30","100.0%","0","0","-","144","129","89.6%","113","21","18.6%","2,385","246","10.3%","264","101","38.3%","259","60","23.2%","25","13","52.0%","2,141","275","12.8%","2,168","156","7.2%","33","20","60.6%","39","8","20.5%"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 25 years and over","306","55","18.0%","2,031","706","34.8%","973","230","23.6%","993","443","44.6%","1,853","522","28.2%","2,492","327","13.1%","1,891","63","3.3%","2,103","192","9.1%","3,286","991","30.2%","1,112","336","30.2%","1,209","285","23.6%","1,823","544","29.8%","1,691","628","37.1%","1,027","397","38.7%","1,214","406","33.4%","1,792","293","16.4%","1,838","327","17.8%","1,422","389","27.4%","2,113","739","35.0%","1,858","449","24.2%","2,005","592","29.5%","1,947","599","30.8%","2,874","1,103","38.4%","3,096","682","22.0%","1,410","404","28.7%","2,019","657","32.5%","1,873","418","22.3%","1,376","302","21.9%","3,150","663","21.0%","1,612","259","16.1%","1,655","449","27.1%","3,223","744","23.1%","3,041","685","22.5%","3,722","483","13.0%","212","181","85.4%","163","84","51.5%"
"        Less than high school graduate","18","13","72.2%","188","134","71.3%","26","19","73.1%","180","87","48.3%","144","62","43.1%","67","57","85.1%","21","0","0.0%","132","42","31.8%","391","209","53.5%","276","43","15.6%","341","159","46.6%","349","172","49.3%","527","312","59.2%","306","176","57.5%","314","132","42.0%","90","24","26.7%","215","113","52.6%","86","37","43.0%","338","197","58.3%","305","62","20.3%","376","158","42.0%","414","217","52.4%","724","392","54.1%","959","339","35.3%","375","204","54.4%","413","123","29.8%","480","174","36.3%","472","143","30.3%","562","330","58.7%","476","110","23.1%","504","222","44.0%","748","175","23.4%","199","99","49.7%","440","73","16.6%","66","56","84.8%","4","4","100.0%"
"        High school graduate (includes equivalency)","77","12","15.6%","271","154","56.8%","121","11","9.1%","173","94","54.3%","161","66","41.0%","186","42","22.6%","111","3","2.7%","241","32","13.3%","317","120","37.9%","326","117","35.9%","320","30","9.4%","493","191","38.7%","574","194","33.8%","269","118","43.9%","441","179","40.6%","326","64","19.6%","297","104","35.0%","468","156","33.3%","647","211","32.6%","681","185","27.2%","660","256","38.8%","691","254","36.8%","1,074","460","42.8%","931","217","23.3%","563","112","19.9%","639","222","34.7%","592","120","20.3%","378","85","22.5%","938","164","17.5%","460","127","27.6%","494","139","28.1%","1,205","335","27.8%","719","328","45.6%","512","154","30.1%","59","38","64.4%","74","37","50.0%"
"        Some college, associate's degree","43","18","41.9%","262","151","57.6%","135","49","36.3%","243","140","57.6%","137","40","29.2%","210","58","27.6%","95","40","42.1%","437","24","5.5%","385","113","29.4%","293","112","38.2%","310","65","21.0%","516","89","17.2%","373","96","25.7%","253","69","27.3%","338","54","16.0%","349","40","11.5%","434","70","16.1%","348","107","30.7%","762","251","32.9%","509","157","30.8%","559","116","20.8%","507","93","18.3%","616","183","29.7%","760","104","13.7%","319","45","14.1%","784","279","35.6%","403","57","14.1%","344","74","21.5%","467","101","21.6%","377","22","5.8%","351","72","20.5%","874","178","20.4%","339","52","15.3%","573","103","18.0%","67","67","100.0%","59","43","72.9%"
"        Bachelor's degree or higher","168","12","7.1%","1,310","267","20.4%","691","151","21.9%","397","122","30.7%","1,411","354","25.1%","2,029","170","8.4%","1,664","20","1.2%","1,293","94","7.3%","2,193","549","25.0%","217","64","29.5%","238","31","13.0%","465","92","19.8%","217","26","12.0%","199","34","17.1%","121","41","33.9%","1,027","165","16.1%","892","40","4.5%","520","89","17.1%","366","80","21.9%","363","45","12.4%","410","62","15.1%","335","35","10.4%","460","68","14.8%","446","22","4.9%","153","43","28.1%","183","33","18.0%","398","67","16.8%","182","0","0.0%","1,183","68","5.7%","299","0","0.0%","306","16","5.2%","396","56","14.1%","1,784","206","11.5%","2,197","153","7.0%","20","20","100.0%","26","0","0.0%"
"EMPLOYMENT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian labor force 16 years and over","267","44","16.5%","1,642","344","21.0%","1,672","953","57.0%","739","315","42.6%","1,503","250","16.6%","1,579","75","4.7%","1,604","53","3.3%","2,026","71","3.5%","2,240","295","13.2%","718","109","15.2%","819","100","12.2%","1,256","206","16.4%","1,354","263","19.4%","1,007","385","38.2%","1,418","449","31.7%","2,465","716","29.0%","1,857","368","19.8%","1,330","387","29.1%","1,438","307","21.3%","1,432","300","20.9%","1,625","299","18.4%","1,369","327","23.9%","2,008","587","29.2%","2,621","448","17.1%","1,107","162","14.6%","1,787","409","22.9%","1,489","301","20.2%","1,209","189","15.6%","2,884","487","16.9%","1,321","158","12.0%","1,247","202","16.2%","2,868","583","20.3%","2,849","482","16.9%","3,294","308","9.4%","174","151","86.8%","114","30","26.3%"
"        Employed","234","27","11.5%","1,491","282","18.9%","1,431","745","52.1%","606","212","35.0%","1,447","217","15.0%","1,530","64","4.2%","1,574","41","2.6%","1,832","56","3.1%","2,053","179","8.7%","664","79","11.9%","737","80","10.9%","1,043","114","10.9%","1,135","177","15.6%","772","229","29.7%","1,130","341","30.2%","2,202","581","26.4%","1,716","310","18.1%","1,071","196","18.3%","1,178","210","17.8%","1,209","209","17.3%","1,357","186","13.7%","1,068","151","14.1%","1,533","222","14.5%","2,005","203","10.1%","841","90","10.7%","1,251","89","7.1%","1,188","167","14.1%","1,034","89","8.6%","2,576","337","13.1%","1,180","120","10.2%","1,062","126","11.9%","2,227","416","18.7%","2,569","357","13.9%","3,119","265","8.5%","85","70","82.4%","77","22","28.6%"
"            Male","127","11","8.7%","830","137","16.5%","875","547","62.5%","321","43","13.4%","630","72","11.4%","784","0","0.0%","843","29","3.4%","966","47","4.9%","1,354","84","6.2%","402","29","7.2%","312","36","11.5%","454","17","3.7%","360","46","12.8%","324","125","38.6%","518","207","40.0%","1,207","227","18.8%","933","151","16.2%","529","79","14.9%","550","55","10.0%","480","72","15.0%","493","81","16.4%","481","75","15.6%","570","45","7.9%","849","15","1.8%","447","52","11.6%","403","17","4.2%","461","72","15.6%","421","31","7.4%","1,688","203","12.0%","634","51","8.0%","538","35","6.5%","960","183","19.1%","1,232","111","9.0%","1,837","149","8.1%","64","49","76.6%","5","0","0.0%"
"            Female","107","16","15.0%","661","145","21.9%","556","198","35.6%","285","169","59.3%","817","145","17.7%","746","64","8.6%","731","12","1.6%","866","9","1.0%","699","95","13.6%","262","50","19.1%","425","44","10.4%","589","97","16.5%","775","131","16.9%","448","104","23.2%","612","134","21.9%","995","354","35.6%","783","159","20.3%","542","117","21.6%","628","155","24.7%","729","137","18.8%","864","105","12.2%","587","76","12.9%","963","177","18.4%","1,156","188","16.3%","394","38","9.6%","848","72","8.5%","727","95","13.1%","613","58","9.5%","888","134","15.1%","546","69","12.6%","524","91","17.4%","1,267","233","18.4%","1,337","246","18.4%","1,282","116","9.0%","21","21","100.0%","72","22","30.6%"
"        Unemployed","33","17","51.5%","151","62","41.1%","241","208","86.3%","133","103","77.4%","56","33","58.9%","49","11","22.4%","30","12","40.0%","194","15","7.7%","187","116","62.0%","54","30","55.6%","82","20","24.4%","213","92","43.2%","219","86","39.3%","235","156","66.4%","288","108","37.5%","263","135","51.3%","141","58","41.1%","259","191","73.7%","260","97","37.3%","223","91","40.8%","268","113","42.2%","301","176","58.5%","475","365","76.8%","616","245","39.8%","266","72","27.1%","536","320","59.7%","301","134","44.5%","175","100","57.1%","308","150","48.7%","141","38","27.0%","185","76","41.1%","641","167","26.1%","280","125","44.6%","175","43","24.6%","89","81","91.0%","37","8","21.6%"
"            Male","10","2","20.0%","45","0","0.0%","184","184","100.0%","110","90","81.8%","17","9","52.9%","7","0","0.0%","30","12","40.0%","170","0","0.0%","91","52","57.1%","2","0","0.0%","18","8","44.4%","89","13","14.6%","85","1","1.2%","104","66","63.5%","56","6","10.7%","201","104","51.7%","61","7","11.5%","145","92","63.4%","68","41","60.3%","82","22","26.8%","130","44","33.8%","83","55","66.3%","196","116","59.2%","207","57","27.5%","74","23","31.1%","188","67","35.6%","101","12","11.9%","67","8","11.9%","130","35","26.9%","51","0","0.0%","88","21","23.9%","401","166","41.4%","130","39","30.0%","87","20","23.0%","77","69","89.6%","25","4","16.0%"
"            Female","23","15","65.2%","106","62","58.5%","57","24","42.1%","23","13","56.5%","39","24","61.5%","42","11","26.2%","0","0","-","24","15","62.5%","96","64","66.7%","52","30","57.7%","64","12","18.8%","124","79","63.7%","134","85","63.4%","131","90","68.7%","232","102","44.0%","62","31","50.0%","80","51","63.8%","114","99","86.8%","192","56","29.2%","141","69","48.9%","138","69","50.0%","218","121","55.5%","279","249","89.2%","409","188","46.0%","192","49","25.5%","348","253","72.7%","200","122","61.0%","108","92","85.2%","178","115","64.6%","90","38","42.2%","97","55","56.7%","240","1","0.4%","150","86","57.3%","88","23","26.1%","12","12","100.0%","12","4","33.3%"
"WORK EXPERIENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 16 years and over","408","118","28.9%","2,791","1,264","45.3%","3,059","2,008","65.6%","1,586","812","51.2%","2,565","971","37.9%","2,686","410","15.3%","1,944","65","3.3%","2,607","245","9.4%","3,587","1,155","32.2%","1,313","395","30.1%","1,624","490","30.2%","2,116","656","31.0%","2,288","769","33.6%","1,700","812","47.8%","2,112","895","42.4%","3,599","1,385","38.5%","2,552","703","27.5%","1,913","588","30.7%","2,645","997","37.7%","2,377","633","26.6%","2,631","814","30.9%","2,351","781","33.2%","3,460","1,289","37.3%","3,927","991","25.2%","1,795","551","30.7%","2,623","790","30.1%","2,490","635","25.5%","1,633","376","23.0%","3,917","947","24.2%","2,021","376","18.6%","2,072","522","25.2%","4,248","1,188","28.0%","3,500","878","25.1%","4,332","571","13.2%","233","202","86.7%","195","94","48.2%"
"        Worked full-time, year-round in the past 12 months","173","0","0.0%","963","0","0.0%","493","121","24.5%","180","0","0.0%","925","57","6.2%","1,213","12","1.0%","1,200","11","0.9%","1,255","7","0.6%","1,370","0","0.0%","421","18","4.3%","496","17","3.4%","669","16","2.4%","603","53","8.8%","264","61","23.1%","444","13","2.9%","1,115","9","0.8%","1,138","31","2.7%","588","40","6.8%","747","6","0.8%","804","0","0.0%","993","0","0.0%","688","31","4.5%","909","90","9.9%","1,303","56","4.3%","504","29","5.8%","768","0","0.0%","730","0","0.0%","712","39","5.5%","1,956","161","8.2%","765","30","3.9%","597","32","5.4%","1,397","15","1.1%","1,678","59","3.5%","2,254","49","2.2%","5","0","0.0%","18","0","0.0%"
"        Worked part-time or part-year in the past 12 months","114","46","40.4%","797","398","49.9%","1,707","1,187","69.5%","615","279","45.4%","780","326","41.8%","424","72","17.0%","472","34","7.2%","699","100","14.3%","978","286","29.2%","313","84","26.8%","411","81","19.7%","468","116","24.8%","783","228","29.1%","808","327","40.5%","878","454","51.7%","1,613","894","55.4%","806","345","42.8%","612","198","32.4%","729","332","45.5%","628","333","53.0%","505","203","40.2%","550","191","34.7%","962","326","33.9%","1,015","214","21.1%","461","81","17.6%","661","175","26.5%","685","249","36.4%","436","81","18.6%","842","272","32.3%","475","114","24.0%","604","116","19.2%","1,378","537","39.0%","1,080","371","34.4%","1,192","274","23.0%","96","78","81.3%","84","22","26.2%"
"        Did not work","121","72","59.5%","1,031","866","84.0%","859","700","81.5%","791","533","67.4%","860","588","68.4%","1,049","326","31.1%","272","20","7.4%","653","138","21.1%","1,239","869","70.1%","579","293","50.6%","717","392","54.7%","979","524","53.5%","902","488","54.1%","628","424","67.5%","790","428","54.2%","871","482","55.3%","608","327","53.8%","713","350","49.1%","1,169","659","56.4%","945","300","31.7%","1,133","611","53.9%","1,113","559","50.2%","1,589","873","54.9%","1,609","721","44.8%","830","441","53.1%","1,194","615","51.5%","1,075","386","35.9%","485","256","52.8%","1,119","514","45.9%","781","232","29.7%","871","374","42.9%","1,473","636","43.2%","742","448","60.4%","886","248","28.0%","132","124","93.9%","93","72","77.4%"
"All Individuals below:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    50 percent of poverty level","84","(X)","(X)","1,001","(X)","(X)","1,502","(X)","(X)","476","(X)","(X)","654","(X)","(X)","253","(X)","(X)","64","(X)","(X)","158","(X)","(X)","756","(X)","(X)","395","(X)","(X)","409","(X)","(X)","539","(X)","(X)","681","(X)","(X)","502","(X)","(X)","723","(X)","(X)","796","(X)","(X)","274","(X)","(X)","300","(X)","(X)","532","(X)","(X)","893","(X)","(X)","780","(X)","(X)","513","(X)","(X)","1,529","(X)","(X)","748","(X)","(X)","352","(X)","(X)","948","(X)","(X)","539","(X)","(X)","126","(X)","(X)","434","(X)","(X)","371","(X)","(X)","475","(X)","(X)","863","(X)","(X)","367","(X)","(X)","373","(X)","(X)","155","(X)","(X)","8","(X)","(X)"
"    125 percent of poverty level","204","(X)","(X)","1,516","(X)","(X)","2,136","(X)","(X)","1,009","(X)","(X)","1,061","(X)","(X)","455","(X)","(X)","76","(X)","(X)","300","(X)","(X)","1,650","(X)","(X)","758","(X)","(X)","875","(X)","(X)","1,297","(X)","(X)","1,550","(X)","(X)","1,262","(X)","(X)","1,376","(X)","(X)","1,535","(X)","(X)","1,006","(X)","(X)","849","(X)","(X)","1,578","(X)","(X)","1,332","(X)","(X)","1,299","(X)","(X)","1,056","(X)","(X)","2,751","(X)","(X)","1,896","(X)","(X)","1,312","(X)","(X)","1,648","(X)","(X)","1,100","(X)","(X)","768","(X)","(X)","1,380","(X)","(X)","959","(X)","(X)","1,010","(X)","(X)","2,028","(X)","(X)","1,339","(X)","(X)","923","(X)","(X)","206","(X)","(X)","146","(X)","(X)"
"    150 percent of poverty level","204","(X)","(X)","1,637","(X)","(X)","2,168","(X)","(X)","1,051","(X)","(X)","1,100","(X)","(X)","500","(X)","(X)","77","(X)","(X)","370","(X)","(X)","1,716","(X)","(X)","816","(X)","(X)","1,130","(X)","(X)","1,409","(X)","(X)","2,155","(X)","(X)","1,515","(X)","(X)","1,728","(X)","(X)","1,645","(X)","(X)","1,038","(X)","(X)","918","(X)","(X)","1,586","(X)","(X)","1,478","(X)","(X)","1,356","(X)","(X)","1,222","(X)","(X)","3,275","(X)","(X)","2,234","(X)","(X)","1,603","(X)","(X)","1,908","(X)","(X)","1,268","(X)","(X)","861","(X)","(X)","1,595","(X)","(X)","1,077","(X)","(X)","1,138","(X)","(X)","2,415","(X)","(X)","1,483","(X)","(X)","987","(X)","(X)","215","(X)","(X)","146","(X)","(X)"
