"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"        American Indian and Alaska Native alone","0","0","-","26","11","42.3%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","27","27","100.0%","59","0","0.0%","21","21","100.0%","9","0","0.0%","0","0","-","51","0","0.0%","0","0","-","31","31","100.0%","0","0","-","16","0","0.0%","305","23","7.5%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","5","5","100.0%","0","0","-","22","22","100.0%","0","0","-","61","61","100.0%","11","0","0.0%","0","0","-","15","15","100.0%","0","0","-"
"        Asian alone","91","46","50.5%","528","317","60.0%","862","639","74.1%","311","187","60.1%","476","237","49.8%","619","173","27.9%","194","63","32.5%","253","19","7.5%","755","295","39.1%","32","0","0.0%","53","0","0.0%","72","40","55.6%","206","114","55.3%","310","141","45.5%","305","235","77.0%","819","463","56.5%","210","46","21.9%","55","0","0.0%","43","29","67.4%","17","0","0.0%","0","0","-","18","0","0.0%","0","0","-","85","0","0.0%","8","8","100.0%","0","0","-","86","86","100.0%","168","12","7.1%","296","140","47.3%","113","9","8.0%","46","7","15.2%","45","45","100.0%","200","96","48.0%","186","46","24.7%","0","0","-","0","0","-"
"        Native Hawaiian and Other Pacific Islander alone","0","0","-","0","0","-","150","13","8.7%","0","0","-","0","0","-","0","0","-","0","0","-","49","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","12","0","0.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"        Some other race alone","5","0","0.0%","237","47","19.8%","75","56","74.7%","125","80","64.0%","70","0","0.0%","37","0","0.0%","22","0","0.0%","9","0","0.0%","220","98","44.5%","415","113","27.2%","125","85","68.0%","697","215","30.8%","1,143","212","18.5%","206","120","58.3%","686","303","44.2%","111","14","12.6%","86","26","30.2%","544","229","42.1%","569","112","19.7%","659","438","66.5%","297","76","25.6%","454","351","77.3%","1,052","362","34.4%","1,004","278","27.7%","151","106","70.2%","606","180","29.7%","539","30","5.6%","388","134","34.5%","173","10","5.8%","272","48","17.6%","957","289","30.2%","719","450","62.6%","406","52","12.8%","1,112","34","3.1%","20","20","100.0%","0","0","-"
"        Two or more races","17","6","35.3%","37","0","0.0%","112","75","67.0%","31","5","16.1%","45","37","82.2%","0","0","-","79","0","0.0%","117","47","40.2%","260","31","11.9%","70","48","68.6%","167","21","12.6%","198","93","47.0%","72","50","69.4%","52","22","42.3%","126","46","36.5%","72","12","16.7%","79","27","34.2%","150","21","14.0%","166","32","19.3%","394","118","29.9%","333","290","87.1%","133","0","0.0%","734","325","44.3%","262","121","46.2%","425","389","91.5%","28","0","0.0%","387","42","10.9%","45","15","33.3%","117","13","11.1%","46","32","69.6%","149","24","16.1%","63","9","14.3%","185","27","14.6%","298","59","19.8%","0","0","-","0","0","-"
"        Hispanic or Latino origin (of any race)","48","11","22.9%","450","107","23.8%","186","80","43.0%","336","165","49.1%","498","147","29.5%","167","86","51.5%","147","0","0.0%","231","109","47.2%","466","241","51.7%","443","167","37.7%","554","149","26.9%","1,376","675","49.1%","1,526","429","28.1%","403","170","42.2%","1,459","460","31.5%","367","108","29.4%","398","106","26.6%","686","275","40.1%","1,101","216","19.6%","1,143","617","54.0%","1,178","669","56.8%","849","546","64.3%","1,833","431","23.5%","1,762","509","28.9%","838","708","84.5%","1,080","304","28.1%","1,830","662","36.2%","496","97","19.6%","396","186","47.0%","618","79","12.8%","1,213","317","26.1%","2,308","1,474","63.9%","1,028","134","13.0%","1,811","186","10.3%","55","55","100.0%","84","13","15.5%"
"        White alone, not Hispanic or Latino","206","32","15.5%","1,396","349","25.0%","1,190","514","43.2%","667","358","53.7%","1,639","372","22.7%","2,091","138","6.6%","1,949","76","3.9%","1,550","70","4.5%","1,944","188","9.7%","254","68","26.8%","144","12","8.3%","252","91","36.1%","242","98","40.5%","153","62","40.5%","105","66","62.9%","2,071","718","34.7%","1,071","228","21.3%","329","38","11.6%","148","94","63.5%","209","45","21.5%","137","18","13.1%","160","12","7.5%","417","299","71.7%","168","44","26.2%","44","31","70.5%","142","3","2.1%","65","20","30.8%","128","54","42.2%","2,703","403","14.9%","198","41","20.7%","247","100","40.5%","47","0","0.0%","1,923","78","4.1%","2,259","255","11.3%","115","109","94.8%","60","3","5.0%"
"    EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Population 25 years and over","304","58","19.1%","2,012","374","18.6%","945","293","31.0%","965","422","43.7%","2,061","354","17.2%","2,910","332","11.4%","2,025","118","5.8%","2,261","195","8.6%","3,257","750","23.0%","1,292","352","27.2%","1,545","341","22.1%","1,861","743","39.9%","1,938","574","29.6%","1,161","431","37.1%","1,867","647","34.7%","1,876","474","25.3%","1,808","291","16.1%","1,718","479","27.9%","2,537","641","25.3%","2,024","501","24.8%","2,315","703","30.4%","2,112","417","19.7%","4,226","1,086","25.7%","3,075","540","17.6%","1,326","517","39.0%","1,775","584","32.9%","2,756","619","22.5%","1,735","312","18.0%","3,214","645","20.1%","1,608","229","14.2%","2,194","429","19.6%","3,626","862","23.8%","2,952","273","9.2%","3,944","500","12.7%","217","191","88.0%","152","12","7.9%"
"            Less than high school graduate","17","11","64.7%","178","16","9.0%","53","0","0.0%","209","104","49.8%","127","31","24.4%","79","43","54.4%","34","12","35.3%","150","54","36.0%","331","218","65.9%","304","115","37.8%","314","160","51.0%","493","283","57.4%","458","134","29.3%","469","252","53.7%","669","287","42.9%","58","24","41.4%","183","93","50.8%","467","269","57.6%","653","279","42.7%","420","227","54.0%","366","165","45.1%","318","205","64.5%","795","325","40.9%","690","184","26.7%","337","225","66.8%","302","107","35.4%","669","196","29.3%","459","127","27.7%","433","174","40.2%","418","68","16.3%","509","164","32.2%","659","262","39.8%","287","87","30.3%","292","86","29.5%","104","84","80.8%","11","0","0.0%"
"            High school graduate (includes equivalency)","35","20","57.1%","270","11","4.1%","96","78","81.3%","228","122","53.5%","129","57","44.2%","226","32","14.2%","60","2","3.3%","270","48","17.8%","319","219","68.7%","360","91","25.3%","396","121","30.6%","591","260","44.0%","601","182","30.3%","295","57","19.3%","364","121","33.2%","150","53","35.3%","304","57","18.8%","512","167","32.6%","686","101","14.7%","544","158","29.0%","711","194","27.3%","640","100","15.6%","1,563","470","30.1%","972","108","11.1%","443","157","35.4%","793","355","44.8%","845","245","29.0%","618","109","17.6%","684","229","33.5%","521","47","9.0%","686","132","19.2%","1,438","305","21.2%","287","34","11.8%","519","108","20.8%","66","60","90.9%","35","12","34.3%"
"            Some college, associate's degree","31","9","29.0%","375","178","47.5%","161","17","10.6%","182","72","39.6%","196","29","14.8%","232","22","9.5%","167","70","41.9%","293","38","13.0%","514","82","16.0%","271","53","19.6%","361","34","9.4%","367","118","32.2%","522","185","35.4%","201","43","21.4%","603","120","19.9%","260","10","3.8%","454","93","20.5%","295","22","7.5%","643","163","25.3%","622","105","16.9%","699","183","26.2%","477","36","7.5%","1,230","218","17.7%","941","212","22.5%","337","70","20.8%","404","96","23.8%","727","106","14.6%","389","69","17.7%","487","120","24.6%","376","54","14.4%","609","126","20.7%","1,081","173","16.0%","452","42","9.3%","694","199","28.7%","47","47","100.0%","56","0","0.0%"
"            Bachelor's degree or higher","221","18","8.1%","1,189","169","14.2%","635","198","31.2%","346","124","35.8%","1,609","237","14.7%","2,373","235","9.9%","1,764","34","1.9%","1,548","55","3.6%","2,093","231","11.0%","357","93","26.1%","474","26","5.5%","410","82","20.0%","357","73","20.4%","196","79","40.3%","231","119","51.5%","1,408","387","27.5%","867","48","5.5%","444","21","4.7%","555","98","17.7%","438","11","2.5%","539","161","29.9%","677","76","11.2%","638","73","11.4%","472","36","7.6%","209","65","31.1%","276","26","9.4%","515","72","14.0%","269","7","2.6%","1,610","122","7.6%","293","60","20.5%","390","7","1.8%","448","122","27.2%","1,926","110","5.7%","2,439","107","4.4%","0","0","-","50","0","0.0%"
"    EMPLOYMENT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Civilian labor force 16 years and over","254","32","12.6%","1,691","468","27.7%","1,448","472","32.6%","791","333","42.1%","1,624","168","10.3%","1,966","112","5.7%","1,695","57","3.4%","1,742","54","3.1%","2,287","133","5.8%","891","114","12.8%","1,134","106","9.3%","1,267","341","26.9%","1,588","266","16.8%","807","139","17.2%","1,409","386","27.4%","2,221","475","21.4%","1,919","307","16.0%","1,436","350","24.4%","1,927","270","14.0%","1,607","202","12.6%","1,926","468","24.3%","1,603","226","14.1%","2,806","377","13.4%","2,549","332","13.0%","925","248","26.8%","1,287","324","25.2%","2,572","472","18.4%","1,595","137","8.6%","2,413","219","9.1%","1,447","191","13.2%","1,760","178","10.1%","2,931","689","23.5%","2,689","102","3.8%","3,772","332","8.8%","78","64","82.1%","169","38","22.5%"
"            Employed","243","26","10.7%","1,454","335","23.0%","1,368","415","30.3%","726","268","36.9%","1,542","136","8.8%","1,937","112","5.8%","1,681","56","3.3%","1,638","27","1.6%","2,139","115","5.4%","793","70","8.8%","1,073","106","9.9%","1,127","217","19.3%","1,443","212","14.7%","729","119","16.3%","1,142","292","25.6%","2,133","435","20.4%","1,778","252","14.2%","1,234","194","15.7%","1,697","159","9.4%","1,371","151","11.0%","1,737","342","19.7%","1,463","153","10.5%","2,538","333","13.1%","2,263","206","9.1%","794","170","21.4%","1,163","200","17.2%","2,262","243","10.7%","1,340","57","4.3%","2,248","85","3.8%","1,373","164","11.9%","1,562","109","7.0%","2,690","540","20.1%","2,586","94","3.6%","3,529","274","7.8%","34","34","100.0%","134","26","19.4%"
"                Male","146","15","10.3%","686","77","11.2%","547","125","22.9%","355","63","17.7%","772","84","10.9%","907","20","2.2%","876","56","6.4%","812","18","2.2%","1,243","69","5.6%","277","11","4.0%","404","22","5.4%","508","23","4.5%","731","102","14.0%","297","53","17.8%","526","97","18.4%","1,253","257","20.5%","906","139","15.3%","565","50","8.8%","721","96","13.3%","503","63","12.5%","773","169","21.9%","666","63","9.5%","1,034","151","14.6%","1,170","35","3.0%","434","86","19.8%","598","103","17.2%","1,067","125","11.7%","710","16","2.3%","1,280","35","2.7%","678","58","8.6%","693","43","6.2%","1,299","97","7.5%","1,476","71","4.8%","1,672","71","4.2%","34","34","100.0%","48","13","27.1%"
"                Female","97","11","11.3%","768","258","33.6%","821","290","35.3%","371","205","55.3%","770","52","6.8%","1,030","92","8.9%","805","0","0.0%","826","9","1.1%","896","46","5.1%","516","59","11.4%","669","84","12.6%","619","194","31.3%","712","110","15.4%","432","66","15.3%","616","195","31.7%","880","178","20.2%","872","113","13.0%","669","144","21.5%","976","63","6.5%","868","88","10.1%","964","173","17.9%","797","90","11.3%","1,504","182","12.1%","1,093","171","15.6%","360","84","23.3%","565","97","17.2%","1,195","118","9.9%","630","41","6.5%","968","50","5.2%","695","106","15.3%","869","66","7.6%","1,391","443","31.8%","1,110","23","2.1%","1,857","203","10.9%","0","0","-","86","13","15.1%"
"            Unemployed","11","6","54.5%","237","133","56.1%","80","57","71.3%","65","65","100.0%","82","32","39.0%","29","0","0.0%","14","1","7.1%","104","27","26.0%","148","18","12.2%","98","44","44.9%","61","0","0.0%","140","124","88.6%","145","54","37.2%","78","20","25.6%","267","94","35.2%","88","40","45.5%","141","55","39.0%","202","156","77.2%","230","111","48.3%","236","51","21.6%","189","126","66.7%","140","73","52.1%","268","44","16.4%","286","126","44.1%","131","78","59.5%","124","124","100.0%","310","229","73.9%","255","80","31.4%","165","134","81.2%","74","27","36.5%","198","69","34.8%","241","149","61.8%","103","8","7.8%","243","58","23.9%","44","30","68.2%","35","12","34.3%"
"                Male","6","6","100.0%","163","59","36.2%","32","13","40.6%","44","44","100.0%","76","31","40.8%","0","0","-","14","1","7.1%","48","0","0.0%","68","9","13.2%","54","0","0.0%","61","0","0.0%","101","97","96.0%","100","35","35.0%","40","8","20.0%","163","52","31.9%","30","30","100.0%","124","55","44.4%","67","61","91.0%","117","61","52.1%","39","0","0.0%","106","84","79.2%","101","42","41.6%","34","25","73.5%","89","8","9.0%","97","61","62.9%","68","68","100.0%","169","113","66.9%","167","55","32.9%","117","109","93.2%","44","20","45.5%","122","35","28.7%","65","0","0.0%","72","0","0.0%","159","58","36.5%","44","30","68.2%","0","0","-"
"                Female","5","0","0.0%","74","74","100.0%","48","44","91.7%","21","21","100.0%","6","1","16.7%","29","0","0.0%","0","0","-","56","27","48.2%","80","9","11.3%","44","44","100.0%","0","0","-","39","27","69.2%","45","19","42.2%","38","12","31.6%","104","42","40.4%","58","10","17.2%","17","0","0.0%","135","95","70.4%","113","50","44.2%","197","51","25.9%","83","42","50.6%","39","31","79.5%","234","19","8.1%","197","118","59.9%","34","17","50.0%","56","56","100.0%","141","116","82.3%","88","25","28.4%","48","25","52.1%","30","7","23.3%","76","34","44.7%","176","149","84.7%","31","8","25.8%","84","0","0.0%","0","0","-","35","12","34.3%"
"    WORK EXPERIENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Population 16 years and over","382","116","30.4%","2,753","979","35.6%","2,521","1,319","52.3%","1,669","905","54.2%","2,688","830","30.9%","3,072","439","14.3%","2,127","140","6.6%","2,376","231","9.7%","3,469","846","24.4%","1,531","415","27.1%","1,703","341","20.0%","2,196","888","40.4%","2,595","808","31.1%","1,542","596","38.7%","2,476","968","39.1%","3,531","1,356","38.4%","2,558","585","22.9%","2,135","649","30.4%","3,268","820","25.1%","2,333","595","25.5%","2,793","903","32.3%","2,555","515","20.2%","4,762","1,308","27.5%","3,720","700","18.8%","1,683","641","38.1%","2,157","719","33.3%","3,456","800","23.1%","2,294","397","17.3%","3,610","771","21.4%","2,174","343","15.8%","2,601","550","21.1%","4,617","1,306","28.3%","3,353","327","9.8%","4,440","645","14.5%","217","191","88.0%","191","41","21.5%"
"            Worked full-time, year-round in the past 12 months","133","0","0.0%","948","28","3.0%","562","12","2.1%","294","22","7.5%","1,098","1","0.1%","1,530","7","0.5%","1,354","16","1.2%","1,306","0","0.0%","1,674","39","2.3%","546","0","0.0%","712","14","2.0%","604","32","5.3%","796","0","0.0%","317","5","1.6%","667","65","9.7%","1,085","20","1.8%","1,143","7","0.6%","735","19","2.6%","1,097","63","5.7%","1,024","129","12.6%","1,077","58","5.4%","1,027","43","4.2%","1,747","68","3.9%","1,501","52","3.5%","510","53","10.4%","503","24","4.8%","1,389","82","5.9%","912","44","4.8%","1,832","8","0.4%","919","14","1.5%","1,006","27","2.7%","1,574","227","14.4%","2,026","23","1.1%","2,663","14","0.5%","0","0","-","77","0","0.0%"
"            Worked part-time or part-year in the past 12 months","144","38","26.4%","759","379","49.9%","1,274","720","56.5%","660","389","58.9%","661","197","29.8%","621","109","17.6%","368","62","16.8%","482","74","15.4%","721","203","28.2%","487","179","36.8%","451","101","22.4%","655","265","40.5%","860","358","41.6%","498","137","27.5%","690","310","44.9%","1,578","671","42.5%","863","315","36.5%","625","219","35.0%","790","161","20.4%","526","46","8.7%","776","329","42.4%","655","154","23.5%","1,367","284","20.8%","995","241","24.2%","367","154","42.0%","698","197","28.2%","972","187","19.2%","677","64","9.5%","617","130","21.1%","511","162","31.7%","701","148","21.1%","1,538","441","28.7%","777","124","16.0%","1,242","356","28.7%","107","95","88.8%","95","41","43.2%"
"            Did not work","105","78","74.3%","1,046","572","54.7%","685","587","85.7%","715","494","69.1%","929","632","68.0%","921","323","35.1%","405","62","15.3%","588","157","26.7%","1,074","604","56.2%","498","236","47.4%","540","226","41.9%","937","591","63.1%","939","450","47.9%","727","454","62.4%","1,119","593","53.0%","868","665","76.6%","552","263","47.6%","775","411","53.0%","1,381","596","43.2%","783","420","53.6%","940","516","54.9%","873","318","36.4%","1,648","956","58.0%","1,224","407","33.3%","806","434","53.8%","956","498","52.1%","1,095","531","48.5%","705","289","41.0%","1,161","633","54.5%","744","167","22.4%","894","375","41.9%","1,505","638","42.4%","550","180","32.7%","535","275","51.4%","110","96","87.3%","19","0","0.0%"
"    ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        50 percent of poverty level","75","(X)","(X)","671","(X)","(X)","1,033","(X)","(X)","607","(X)","(X)","654","(X)","(X)","293","(X)","(X)","61","(X)","(X)","139","(X)","(X)","438","(X)","(X)","347","(X)","(X)","280","(X)","(X)","830","(X)","(X)","714","(X)","(X)","461","(X)","(X)","742","(X)","(X)","928","(X)","(X)","352","(X)","(X)","727","(X)","(X)","440","(X)","(X)","450","(X)","(X)","523","(X)","(X)","221","(X)","(X)","838","(X)","(X)","470","(X)","(X)","584","(X)","(X)","601","(X)","(X)","370","(X)","(X)","277","(X)","(X)","168","(X)","(X)","198","(X)","(X)","285","(X)","(X)","488","(X)","(X)","198","(X)","(X)","305","(X)","(X)","107","(X)","(X)","13","(X)","(X)"
"        125 percent of poverty level","130","(X)","(X)","1,049","(X)","(X)","1,429","(X)","(X)","1,058","(X)","(X)","894","(X)","(X)","494","(X)","(X)","172","(X)","(X)","318","(X)","(X)","988","(X)","(X)","608","(X)","(X)","809","(X)","(X)","1,617","(X)","(X)","1,301","(X)","(X)","848","(X)","(X)","1,451","(X)","(X)","1,453","(X)","(X)","668","(X)","(X)","1,218","(X)","(X)","1,538","(X)","(X)","1,171","(X)","(X)","1,710","(X)","(X)","1,158","(X)","(X)","2,341","(X)","(X)","1,562","(X)","(X)","1,148","(X)","(X)","1,422","(X)","(X)","1,395","(X)","(X)","701","(X)","(X)","1,005","(X)","(X)","849","(X)","(X)","834","(X)","(X)","2,515","(X)","(X)","762","(X)","(X)","818","(X)","(X)","191","(X)","(X)","41","(X)","(X)"
"        150 percent of poverty level","136","(X)","(X)","1,111","(X)","(X)","1,502","(X)","(X)","1,115","(X)","(X)","970","(X)","(X)","591","(X)","(X)","193","(X)","(X)","421","(X)","(X)","1,043","(X)","(X)","811","(X)","(X)","924","(X)","(X)","1,719","(X)","(X)","1,583","(X)","(X)","1,000","(X)","(X)","1,670","(X)","(X)","1,531","(X)","(X)","710","(X)","(X)","1,240","(X)","(X)","1,746","(X)","(X)","1,871","(X)","(X)","1,863","(X)","(X)","1,293","(X)","(X)","2,524","(X)","(X)","1,937","(X)","(X)","1,433","(X)","(X)","1,422","(X)","(X)","1,641","(X)","(X)","865","(X)","(X)","1,097","(X)","(X)","1,039","(X)","(X)","1,192","(X)","(X)","2,852","(X)","(X)","916","(X)","(X)","938","(X)","(X)","197","(X)","(X)","63","(X)","(X)"
